FECHA,PRESUACCIDETRASUCE,MUERTES_REPOR_AT,NUEVAPENSIOINVA_R_AT,INCAPERMAPARCIAR_AT,RELA_DEP,RELA_INDEP,MES
2026-04-01,8285.0,8285.0,8285.0,9.0,2724192.0,531637.0,4
