Feature,Importance
TOTAL_TRABAJADORES,0.41956647507270894
RELA_DEP,0.30470863917122876
RELA_DEP_encoded,0.1425928150947921
RATIO_INDEP_DEP,0.03485518982172763
RELA_INDEP,0.03340506628291746
RELA_INDEP_encoded,0.0269418832689871
MPIO,0.012456920182084157
MPIO_encoded,0.012260293652498309
DPTO,0.006641559214998472
DPTO_encoded,0.006571158238057078
